Date,Time,CPU_Percent,CPU_Core_1_Utilization,CPU_Core_2_Utilization,CPU_Core_3_Utilization,CPU_Core_4_Utilization
2025-01-19 16:30:47.347845,5.2,[7.2, 3.2, 27.1, 10.1]
2025-01-19 16:30:50.352653,2.1,[2.1, 3.0, 1.0, 6.2]
2025-01-19 16:30:53.358284,5.3,[6.1, 1.0, 6.1, 3.0]
2025-01-19 16:30:56.363891,5.7,[6.1, 2.0, 3.1, 5.0]
2025-01-19 16:30:59.369366,2.3,[3.1, 5.9, 1.0, 0.0]
2025-01-19 16:31:02.375006,6.3,[15.8, 8.4, 10.4, 16.7]
2025-01-19 16:31:05.380583,9.0,[15.6, 12.0, 12.2, 9.2]
2025-01-19 16:31:08.386167,8.6,[7.9, 5.1, 10.9, 10.8]
2025-01-19 16:31:11.391744,8.8,[12.0, 10.0, 8.9, 4.2]
2025-01-19 16:31:14.397332,7.0,[8.9, 9.0, 9.9, 6.1]
2025-01-19 16:31:17.401934,9.0,[10.0, 5.9, 9.1, 9.8]
2025-01-19 16:31:20.407498,8.0,[2.1, 10.8, 8.8, 10.9]
2025-01-19 16:31:23.412585,6.6,[7.9, 2.0, 9.9, 10.8]
2025-01-19 16:31:26.418188,9.7,[8.0, 9.9, 5.1, 6.0]
2025-01-19 16:31:29.423777,8.5,[5.1, 6.1, 9.8, 12.6]
2025-01-19 16:31:32.429339,8.4,[9.8, 8.9, 5.9, 9.9]
2025-01-19 16:31:35.434898,8.9,[9.1, 6.2, 9.0, 10.8]
2025-01-19 16:31:38.440488,7.7,[10.8, 8.8, 9.0, 6.0]
2025-01-19 16:31:41.446475,9.7,[6.1, 9.9, 7.1, 8.0]
2025-01-19 16:31:44.452361,8.0,[7.3, 9.9, 4.0, 9.8]
2025-01-19 16:31:47.457976,7.5,[7.9, 3.1, 8.9, 9.9]
2025-01-19 16:31:50.463582,8.1,[10.9, 9.8, 8.9, 3.0]
2025-01-19 16:31:53.469223,6.1,[89.9, 87.0, 86.5, 88.1]
2025-01-19 16:31:56.474314,99.5,[100.0, 100.0, 99.0, 100.0]
