Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1729403412.2201056,2308,1729403412,32579968,base_link,0.0,0.0
1729403412.2204137,2309,1729403412,129574592,base_link,0.0,0.0
1729403412.2379026,2310,1729403412,229569216,base_link,0.0,0.0
1729403412.3320422,2311,1729403412,329563840,base_link,0.0,0.0
1729403412.4340355,2312,1729403412,432559232,base_link,0.0,0.0
1729403412.53173,2313,1729403412,529556416,base_link,0.0,0.0
1729403412.6326916,2314,1729403412,629551040,base_link,0.0,0.0
1729403412.7298756,2315,1729403412,727546688,base_link,0.0,0.0
1729403412.831374,2316,1729403412,829543616,base_link,0.0,0.0
1729403412.9307892,2317,1729403412,927539520,base_link,0.0,0.0
1729403413.0348063,2318,1729403413,29531584,base_link,0.0,0.0
1729403413.1341102,2319,1729403413,129526464,base_link,0.0,0.0
1729403413.23454,2320,1729403413,229524160,base_link,0.0,0.0
1729403413.335282,2321,1729403413,329519040,base_link,0.0,0.0
1729403413.435023,2322,1729403413,429516480,base_link,0.0,0.0
1729403413.533135,2323,1729403413,529511360,base_link,0.0,0.0
1729403413.6325495,2324,1729403413,629506752,base_link,0.0,0.0
1729403413.7325287,2325,1729403413,729503424,base_link,0.0,0.0
1729403413.8315744,2326,1729403413,829499840,base_link,0.0,0.0
1729403413.9317448,2327,1729403413,929496512,base_link,0.0,0.0
1729403414.0342693,2328,1729403414,31492928,base_link,0.0,0.0
1729403414.1316535,2329,1729403414,129489088,base_link,0.0,0.0
1729403414.2356958,2330,1729403414,229485760,base_link,0.0,0.0
1729403414.3322227,2331,1729403414,329482176,base_link,0.0,0.0
1729403414.432231,2332,1729403414,429478848,base_link,0.0,0.0
1729403414.5343304,2333,1729403414,531475776,base_link,0.0,0.0
1729403414.6328359,2334,1729403414,629472704,base_link,0.0,0.0
1729403414.7338262,2335,1729403414,729468608,base_link,0.0,0.0
1729403414.8336143,2336,1729403414,829464512,base_link,0.0,0.0
1729403414.9347339,2337,1729403414,929463232,base_link,0.0,0.0
1729403415.0347712,2338,1729403415,29458880,base_link,0.0,0.0
1729403415.1354818,2339,1729403415,130454784,base_link,0.0,0.0
1729403415.233711,2340,1729403415,229453504,base_link,0.0,0.0
1729403415.3348932,2341,1729403415,329449408,base_link,0.0,0.0
1729403415.4339077,2342,1729403415,429445568,base_link,0.0,0.0
1729403415.53271,2343,1729403415,529442752,base_link,0.0,0.0
1729403415.6353538,2344,1729403415,629437376,base_link,0.0,0.0
1729403415.7320297,2345,1729403415,729432256,base_link,0.0,0.0
1729403415.8315163,2346,1729403415,829427904,base_link,0.0,0.0
1729403415.9314713,2347,1729403415,929423296,base_link,0.0,0.0
1729403416.0316234,2348,1729403416,29417920,base_link,0.0,0.0
1729403416.132759,2349,1729403416,129413824,base_link,0.0,0.0
1729403416.2317045,2350,1729403416,227413824,base_link,0.0,0.0
1729403416.3325396,2351,1729403416,329409728,base_link,0.0,0.0
1729403416.4326773,2352,1729403416,429405888,base_link,0.0,0.0
1729403416.534839,2353,1729403416,529401024,base_link,0.0,0.0
1729403416.6345768,2354,1729403416,629397440,base_link,0.0,0.0
1729403416.7357147,2355,1729403416,729394112,base_link,0.0,0.0
1729403416.8323405,2356,1729403416,829390016,base_link,0.0,0.0
1729403416.9346888,2357,1729403416,930385152,base_link,0.0,0.0
1729403417.0350804,2358,1729403417,29377216,base_link,0.0,0.0
1729403417.134926,2359,1729403417,130372608,base_link,0.0,0.0
1729403417.2363744,2360,1729403417,229368000,base_link,0.0,0.0
1729403417.3346655,2361,1729403417,332361856,base_link,0.0,0.0
1729403417.4323936,2362,1729403417,430358272,base_link,0.0,0.0
1729403417.532399,2363,1729403417,530353920,base_link,0.0,0.0
1729403417.6337132,2364,1729403417,632349056,base_link,0.0,0.0
1729403417.7339299,2365,1729403417,732345728,base_link,0.0,0.0
1729403417.8323646,2366,1729403417,830342400,base_link,0.0,0.0
1729403417.9344795,2367,1729403417,932339328,base_link,0.0,0.0
1729403418.0347705,2368,1729403418,32331392,base_link,0.0,0.0
1729403418.1344876,2369,1729403418,132327040,base_link,0.0,0.0
1729403418.2389688,2370,1729403418,234322688,base_link,0.0,0.0
1729403418.331901,2371,1729403418,329318336,base_link,0.0,0.0
1729403418.4374368,2372,1729403418,432312704,base_link,0.0,0.0
