Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,fluid_pressure,variance
1737286240.291667,20671,1737286240,289335872,base_link,0.0,0.0
1737286240.3914437,20672,1737286240,390330752,base_link,0.0,0.0
1737286240.492165,20673,1737286240,490325632,base_link,0.0,0.0
1737286240.5891888,20674,1737286240,587319744,base_link,0.0,0.0
1737286240.6944911,20675,1737286240,690313856,base_link,0.0,0.0
1737286240.7928832,20676,1737286240,790308224,base_link,0.0,0.0
1737286240.8974502,20677,1737286240,893302336,base_link,0.0,0.0
1737286240.9894242,20678,1737286240,987296960,base_link,0.0,0.0
1737286241.0988574,20679,1737286241,93291840,base_link,0.0,0.0
1737286241.192946,20680,1737286241,190286208,base_link,0.0,0.0
1737286241.2987027,20681,1737286241,292280832,base_link,0.0,0.0
1737286241.3936243,20682,1737286241,390275456,base_link,0.0,0.0
1737286241.49409,20683,1737286241,490270080,base_link,0.0,0.0
1737286241.5965734,20684,1737286241,591265984,base_link,0.0,0.0
1737286241.6916363,20685,1737286241,688259328,base_link,0.0,0.0
1737286241.794724,20686,1737286241,790253440,base_link,0.0,0.0
1737286241.8911972,20687,1737286241,889249344,base_link,0.0,0.0
1737286241.9923203,20688,1737286241,990245504,base_link,0.0,0.0
1737286242.0935297,20689,1737286242,91243712,base_link,0.0,0.0
1737286242.1931627,20690,1737286242,190239872,base_link,0.0,0.0
1737286242.2961838,20691,1737286242,294237056,base_link,0.0,0.0
1737286242.392707,20692,1737286242,390231936,base_link,0.0,0.0
1737286242.497953,20693,1737286242,494229120,base_link,0.0,0.0
1737286242.5956428,20694,1737286242,593224000,base_link,0.0,0.0
1737286242.7007947,20695,1737286242,697220160,base_link,0.0,0.0
1737286242.7910204,20696,1737286242,788215552,base_link,0.0,0.0
1737286242.8920906,20697,1737286242,890209920,base_link,0.0,0.0
1737286242.9916818,20698,1737286242,989207104,base_link,0.0,0.0
1737286243.0931337,20699,1737286243,91199680,base_link,0.0,0.0
1737286243.1918397,20700,1737286243,189195840,base_link,0.0,0.0
1737286243.2931645,20701,1737286243,289188160,base_link,0.0,0.0
1737286243.3952725,20702,1737286243,390184320,base_link,0.0,0.0
1737286243.4958365,20703,1737286243,493177664,base_link,0.0,0.0
1737286243.5949264,20704,1737286243,592172800,base_link,0.0,0.0
1737286243.693894,20705,1737286243,691165632,base_link,0.0,0.0
1737286243.7922099,20706,1737286243,789161792,base_link,0.0,0.0
1737286243.898911,20707,1737286243,896154112,base_link,0.0,0.0
1737286243.9923964,20708,1737286243,990145152,base_link,0.0,0.0
1737286244.0999377,20709,1737286244,94142336,base_link,0.0,0.0
1737286244.1927848,20710,1737286244,190142336,base_link,0.0,0.0
1737286244.2968686,20711,1737286244,294132352,base_link,0.0,0.0
1737286244.3920767,20712,1737286244,390132352,base_link,0.0,0.0
1737286244.4943166,20713,1737286244,491132352,base_link,0.0,0.0
1737286244.590643,20714,1737286244,588121344,base_link,0.0,0.0
1737286244.6943402,20715,1737286244,692114432,base_link,0.0,0.0
1737286244.7915082,20716,1737286244,789103680,base_link,0.0,0.0
1737286244.8919392,20717,1737286244,890099584,base_link,0.0,0.0
1737286244.991319,20718,1737286244,989099584,base_link,0.0,0.0
1737286245.0984633,20719,1737286245,96098304,base_link,0.0,0.0
1737286245.1912384,20720,1737286245,189094208,base_link,0.0,0.0
1737286245.2956188,20721,1737286245,293090624,base_link,0.0,0.0
1737286245.3935933,20722,1737286245,391086784,base_link,0.0,0.0
1737286245.500524,20723,1737286245,498083456,base_link,0.0,0.0
1737286245.5941963,20724,1737286245,592077824,base_link,0.0,0.0
1737286245.6988828,20725,1737286245,696071424,base_link,0.0,0.0
1737286245.7946908,20726,1737286245,793067328,base_link,0.0,0.0
1737286245.898953,20727,1737286245,896061952,base_link,0.0,0.0
1737286245.9981272,20728,1737286245,991057344,base_link,0.0,0.0
1737286246.1106486,20729,1737286246,94051712,base_link,0.0,0.0
1737286246.2057726,20730,1737286246,198048640,base_link,0.0,0.0
1737286246.3031719,20731,1737286246,301040704,base_link,0.0,0.0
1737286246.3992856,20732,1737286246,397034048,base_link,0.0,0.0
1737286246.4951634,20733,1737286246,492030720,base_link,0.0,0.0
1737286246.5904934,20734,1737286246,589023296,base_link,0.0,0.0
1737286246.689575,20735,1737286246,688017408,base_link,0.0,0.0
1737286246.7991438,20736,1737286246,796011264,base_link,0.0,0.0
1737286246.8994231,20737,1737286246,898009216,base_link,0.0,0.0
1737286246.9910889,20738,1737286246,989004096,base_link,0.0,0.0
1737286247.1058433,20739,1737286247,94992576,base_link,0.0,0.0
