"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info","frame.number","frame.len","frame.protocols","wlan.duration","wlan.ra","wlan.ta","wlan.da","wlan.sa","wlan.bssid","wlan.frag","wlan.seq","wlan.fc.type","wlan.fc.subtype","wlan.bssid_resolved","llc.type","ip.hdr_len","ip.len","udp.lenght","data.len","ip.id","ip.flags","ip.ttl","ip.proto","ip.src","ip.dst","tcp.srcport","tcp.dstport","tcp.seq_raw","tcp.ack_raw","tcp.hdr_len","tcp.flags","tcp.window_size","tcp.options","udp.srcport","udp.dstport","data.data","time_since_last_packet","Frame length stored into the capture file","Destination","Address","Data rate (Mb/s)","Source","Antenna signal","PHY type","Channel","Frequency","SSID","Maximum Transmit Power Level"
"1","2024-10-23 18:41:30.396482","192.168.11.3","192.168.11.2","HTTP/XML","389","1","POST / HTTP/1.1 ","1","389","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","375","","","0x4e33 (20019)","0x2","64","TCP","192.168.11.3","192.168.11.2","33378","11311","2522245115","2549127509","32","0x018","718","0101080a06ea2445d18a2a42","","","","0.000000000","389","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"2","2024-10-23 18:41:30.396528","192.168.11.3","192.168.11.2","TCP","291","1","41953  >  44578 [PSH, ACK] Seq=1 Ack=1 Win=509 Len=225 TSval=116008006 TSecr=3515492902","2","291","eth:ethertype:ip:tcp:data","","","","","","","","","","","","","20","277","","225","0x40b5 (16565)","0x2","64","TCP","192.168.11.3","192.168.11.2","41953","44578","4174623816","1686645509","32","0x018","509","0101080a06ea2446d18a2a26","","","dd0000000700000009fd1867cdc1710100000000021b0000002f7265636f72645f31373239363930383838363534343031383630280000005375627363726962696e6720746f202f64726f6e65322f6d6176726f732f6573635f7374617475732f0000002f2e726f736275696c642f7372632f726f735f636f6d6d2f726f736261672f7372632f7265636f726465722e637070370000007368617265645f7074723c726f733a3a537562736372696265723e20726f736261673a3a5265636f726465723a3a737562736372696265d500000001000000070000002f726f736f7574","0.000046000","291","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"3","2024-10-23 18:41:30.396557","192.168.11.2","192.168.11.3","TCP","66","1","44578  >  41953 [ACK] Seq=1 Ack=226 Win=501 Len=0 TSval=3515492939 TSecr=116008006","3","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0x6d7c (28028)","0x2","64","TCP","192.168.11.2","192.168.11.3","44578","41953","1686645509","4174624041","32","0x010","501","0101080ad18a2a4b06ea2446","","","","0.000029000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"4","2024-10-23 18:41:30.397590","192.168.11.2","192.168.11.3","HTTP/XML","455","1","HTTP/1.1 200 OK ","4","455","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","441","","","0xe742 (59202)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","33378","2549127509","2522245438","32","0x018","501","0101080ad18a2a4c06ea2445","","","","0.001033000","455","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"5","2024-10-23 18:41:30.403159","192.168.11.191","192.168.11.3","TCP","66","1","56720  >  22 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=736512485 TSecr=528752912","5","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xaa08 (43528)","0x2","64","TCP","192.168.11.191","192.168.11.3","56720","22","1908614045","3535001299","32","0x010","501","0101080a2be649e51f842110","","","","0.005569000","66","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,TpLinkTechno_19:17:c2","","TpLinkTechno_19:17:c2","","","","","",""
"6","2024-10-23 18:41:30.406482","192.168.11.3","192.168.11.2","HTTP/XML","402","324","POST / HTTP/1.1 ","6","402","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","388","","","0x4e34 (20020)","0x2","64","TCP","192.168.11.3","192.168.11.2","33378","11311","2522245438","2549127898","32","0x018","718","0101080a06ea2452d18a2a4c","","","","0.003323000","402","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"7","2024-10-23 18:41:30.407614","192.168.11.2","192.168.11.3","HTTP/XML","468","390","HTTP/1.1 200 OK ","7","468","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","454","","","0xe743 (59203)","0x2","64","TCP","192.168.11.2","192.168.11.3","11311","33378","2549127898","2522245774","32","0x018","501","0101080ad18a2a5606ea2452","","","","0.001132000","468","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"8","2024-10-23 18:41:30.408002","192.168.11.2","192.168.11.3","TCP","165","1","33683  >  51680 [PSH, ACK] Seq=1 Ack=1 Win=508 Len=99 TSval=3515492950 TSecr=116007965","8","165","eth:ethertype:ip:tcp:data","","","","","","","","","","","","","20","151","","99","0x2aae (10926)","0x2","64","TCP","192.168.11.2","192.168.11.3","33683","51680","3881178193","26959262","32","0x018","508","0101080ad18a2a5606ea241d","","","5f0000008a05000000000000000000000000000006f80f015b7e768cd140404805a1b5713f52400000a03f0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000","0.000388000","165","RaspberryPiT_a4:f8:e5","RaspberryPiT_a4:f8:e5,RaspberryPiT_6d:2d:9b","","RaspberryPiT_6d:2d:9b","","","","","",""
"9","2024-10-23 18:41:30.409876","192.168.11.3","192.168.11.2","HTTP/XML","402","660","POST / HTTP/1.1 ","9","402","eth:ethertype:ip:tcp:http:xml","","","","","","","","","","","","","20","388","","","0x4e35 (20021)","0x2","64","TCP","192.168.11.3","192.168.11.2","33378","11311","2522245774","2549128300","32","0x018","718","0101080a06ea2458d18a2a56","","","","0.001874000","402","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
"10","2024-10-23 18:41:30.410052","192.168.11.3","192.168.11.2","TCP","66","1","51680  >  33683 [ACK] Seq=1 Ack=100 Win=501 Len=0 TSval=116008024 TSecr=3515492950","10","66","eth:ethertype:ip:tcp","","","","","","","","","","","","","20","52","","","0xfc91 (64657)","0x2","64","TCP","192.168.11.3","192.168.11.2","51680","33683","26959262","3881178292","32","0x010","501","0101080a06ea2458d18a2a56","","","","0.000176000","66","RaspberryPiT_6d:2d:9b","RaspberryPiT_6d:2d:9b,RaspberryPiT_a4:f8:e5","","RaspberryPiT_a4:f8:e5","","","","","",""
