Date,Time,CPU_Percent,CPU_Core_1_Utilization,CPU_Core_2_Utilization,CPU_Core_3_Utilization,CPU_Core_4_Utilization
2024-10-23 18:41:36.297656,13.8,[7.4, 8.9, 7.1, 4.1]
2024-10-23 18:41:39.302608,4.4,[6.3, 7.1, 6.2, 7.2]
2024-10-23 18:41:42.307630,7.6,[6.3, 8.1, 7.2, 3.1]
2024-10-23 18:41:45.313145,4.9,[12.6, 13.0, 6.0, 7.4]
2024-10-23 18:41:48.318738,5.2,[8.3, 5.0, 6.1, 8.2]
2024-10-23 18:41:51.324290,4.9,[4.3, 2.0, 10.0, 8.2]
2024-10-23 18:41:54.329186,8.3,[4.3, 10.5, 4.1, 8.1]
2024-10-23 18:41:57.334814,7.8,[9.3, 11.0, 2.0, 5.3]
2024-10-23 18:42:00.340373,7.9,[9.2, 4.0, 4.2, 9.1]
2024-10-23 18:42:03.345798,6.7,[4.2, 7.3, 5.1, 10.1]
2024-10-23 18:42:06.351333,6.7,[9.0, 10.0, 5.0, 7.2]
2024-10-23 18:42:09.357045,6.2,[10.3, 4.2, 3.2, 7.1]
2024-10-23 18:42:12.362992,6.7,[10.9, 10.1, 3.2, 7.1]
2024-10-23 18:42:15.368795,6.9,[6.5, 5.4, 5.9, 8.8]
2024-10-23 18:42:18.374344,7.1,[7.1, 6.4, 3.2, 7.3]
2024-10-23 18:42:21.379440,6.6,[2.1, 6.2, 8.2, 14.4]
2024-10-23 18:42:24.385069,7.4,[4.3, 4.2, 2.1, 9.1]
2024-10-23 18:42:27.390605,99.2,[100.0, 99.0, 99.0, 100.0]
2024-10-23 18:42:30.395081,98.5,[100.0, 99.0, 98.9, 99.0]
2024-10-23 18:42:33.399557,99.3,[99.0, 100.0, 100.0, 100.0]
2024-10-23 18:42:36.403479,99.5,[100.0, 100.0, 100.0, 99.0]
2024-10-23 18:42:39.407957,99.2,[99.0, 100.0, 100.0, 100.0]
2024-10-23 18:42:42.412412,99.7,[99.0, 99.0, 100.0, 100.0]
