Date,Time,Total_RAM_MB,Available_RAM_MB,Used_RAM_MB,Percentage_Used
2025-01-19 16:17:19.456875,3775.88671875,3391.14453125,223.74609375,10.2
2025-01-19 16:17:20.458870,3775.88671875,3391.06640625,223.7734375,10.2
2025-01-19 16:17:21.460353,3775.88671875,3390.90625,223.98046875,10.2
2025-01-19 16:17:22.461825,3775.88671875,3390.77734375,224.0703125,10.2
2025-01-19 16:17:23.463390,3775.88671875,3390.76953125,224.0546875,10.2
2025-01-19 16:17:24.464870,3775.88671875,3390.89453125,223.98046875,10.2
2025-01-19 16:17:25.465983,3775.88671875,3390.9296875,223.86328125,10.2
2025-01-19 16:17:26.467445,3775.88671875,3391.0703125,223.75,10.2
2025-01-19 16:17:27.468907,3775.88671875,3390.921875,223.93359375,10.2
2025-01-19 16:17:28.470388,3775.88671875,3390.6875,224.1328125,10.2
2025-01-19 16:17:29.471863,3775.88671875,3390.73046875,224.078125,10.2
2025-01-19 16:17:30.473342,3775.88671875,3390.59375,224.1875,10.2
2025-01-19 16:17:31.474806,3775.88671875,3390.65234375,224.12890625,10.2
2025-01-19 16:17:32.476313,3775.88671875,3390.78125,224.04296875,10.2
2025-01-19 16:17:33.477787,3775.88671875,3390.578125,224.23046875,10.2
2025-01-19 16:17:34.479259,3775.88671875,3390.6328125,224.1484375,10.2
2025-01-19 16:17:35.480734,3775.88671875,3390.6875,224.078125,10.2
2025-01-19 16:17:36.482207,3775.88671875,3390.81640625,224.0,10.2
2025-01-19 16:17:37.483719,3775.88671875,3390.98046875,223.81640625,10.2
2025-01-19 16:17:38.485141,3775.88671875,3390.6015625,224.17578125,10.2
2025-01-19 16:17:39.486621,3775.88671875,3390.63671875,224.1171875,10.2
2025-01-19 16:17:40.488092,3775.88671875,3390.7421875,224.05078125,10.2
2025-01-19 16:17:41.489552,3775.88671875,3390.66015625,224.17578125,10.2
2025-01-19 16:17:42.491037,3775.88671875,3390.796875,224.046875,10.2
2025-01-19 16:17:43.492512,3775.88671875,3390.85546875,223.95703125,10.2
2025-01-19 16:17:44.493984,3775.88671875,3390.6875,224.09765625,10.2
2025-01-19 16:17:45.495453,3775.88671875,3390.7421875,224.02734375,10.2
2025-01-19 16:17:46.496925,3775.88671875,3390.5546875,224.1953125,10.2
2025-01-19 16:17:47.498406,3775.88671875,3390.66015625,224.1796875,10.2
2025-01-19 16:17:48.499883,3775.88671875,3390.75,224.08984375,10.2
2025-01-19 16:17:49.501374,3775.88671875,3390.609375,224.1875,10.2
2025-01-19 16:17:50.503008,3775.88671875,3390.5546875,224.26171875,10.2
2025-01-19 16:17:51.504478,3775.88671875,3390.64453125,224.16796875,10.2
2025-01-19 16:17:52.505971,3775.88671875,3390.75390625,224.0625,10.2
