Date,Time,CPU_Percent,CPU_Core_1_Utilization,CPU_Core_2_Utilization,CPU_Core_3_Utilization,CPU_Core_4_Utilization
2024-10-20 10:50:17.394654,5.3,[10.2, 5.0, 8.2, 12.1]
2024-10-20 10:50:20.400119,4.4,[9.1, 5.2, 7.9, 7.1]
2024-10-20 10:50:23.405932,7.9,[5.1, 9.2, 4.1, 8.1]
2024-10-20 10:50:26.412068,6.2,[7.4, 7.1, 6.2, 1.0]
2024-10-20 10:50:29.417766,6.6,[8.2, 3.0, 9.9, 7.1]
2024-10-20 10:50:32.423410,7.2,[9.0, 6.2, 5.2, 9.1]
2024-10-20 10:50:35.428992,6.4,[6.3, 1.1, 9.1, 7.1]
2024-10-20 10:50:38.434566,5.2,[3.1, 11.7, 7.2, 3.1]
2024-10-20 10:50:41.440133,4.7,[6.2, 8.3, 5.3, 6.1]
2024-10-20 10:50:44.445790,5.2,[3.2, 5.9, 5.2, 3.2]
2024-10-20 10:50:47.451486,5.5,[2.1, 1.1, 3.2, 7.3]
2024-10-20 10:50:50.457070,5.7,[6.3, 7.4, 5.0, 5.2]
2024-10-20 10:50:53.462653,3.9,[6.4, 9.1, 5.0, 1.1]
2024-10-20 10:50:56.468241,9.3,[4.2, 9.3, 5.2, 6.1]
2024-10-20 10:50:59.473885,5.2,[9.2, 4.3, 2.1, 2.1]
2024-10-20 10:51:02.479453,6.6,[5.3, 7.2, 2.1, 3.1]
2024-10-20 10:51:05.485096,4.2,[1.1, 2.1, 9.1, 6.3]
2024-10-20 10:51:08.490624,6.4,[7.2, 9.1, 2.1, 6.1]
2024-10-20 10:51:11.496125,4.4,[0.0, 6.3, 4.1, 5.3]
2024-10-20 10:51:14.501693,6.7,[10.2, 10.3, 2.1, 6.1]
2024-10-20 10:51:17.507537,3.7,[5.3, 4.2, 3.0, 9.1]
2024-10-20 10:51:20.513328,5.7,[4.3, 4.1, 8.1, 5.2]
2024-10-20 10:51:23.518983,3.9,[4.2, 4.1, 4.3, 4.2]
2024-10-20 10:51:26.524577,5.4,[1.1, 6.3, 6.0, 8.0]
2024-10-20 10:51:29.530164,5.2,[7.4, 3.1, 5.2, 6.2]
2024-10-20 10:51:32.535771,4.7,[8.9, 7.3, 6.3, 4.0]
2024-10-20 10:51:35.541421,2.9,[1.1, 7.1, 1.0, 8.2]
2024-10-20 10:51:38.546354,4.2,[2.2, 12.0, 2.2, 8.0]
2024-10-20 10:51:41.551973,4.9,[9.2, 5.1, 3.1, 6.3]
2024-10-20 10:51:44.557423,3.7,[9.3, 5.2, 0.0, 10.1]
2024-10-20 10:51:47.562872,8.5,[7.2, 14.2, 4.3, 8.2]
2024-10-20 10:51:50.568259,1.6,[3.2, 4.3, 1.1, 0.0]
2024-10-20 10:51:53.573931,7.2,[10.0, 10.6, 5.2, 9.0]
2024-10-20 10:51:56.579515,1.9,[3.2, 4.3, 2.1, 4.1]
2024-10-20 10:51:59.585077,5.7,[0.0, 1.1, 9.9, 6.0]
2024-10-20 10:52:02.590282,8.7,[8.0, 7.1, 2.1, 5.2]
2024-10-20 10:52:05.595854,6.6,[2.0, 6.1, 7.4, 9.2]
2024-10-20 10:52:08.601709,8.7,[7.1, 7.3, 4.1, 8.1]
2024-10-20 10:52:11.607554,7.6,[11.1, 6.2, 8.2, 3.1]
2024-10-20 10:52:14.612485,3.2,[5.3, 6.3, 3.1, 1.1]
2024-10-20 10:52:17.618089,4.0,[1.1, 2.1, 1.1, 4.3]
2024-10-20 10:52:20.623836,2.7,[3.2, 5.3, 2.1, 3.3]
2024-10-20 10:52:23.629381,5.9,[5.2, 1.1, 4.2, 5.1]
2024-10-20 10:52:26.634970,1.3,[35.1, 35.4, 30.2, 34.4]
2024-10-20 10:52:29.640051,99.5,[100.0, 99.0, 98.9, 98.9]
2024-10-20 10:52:32.644556,99.5,[100.0, 100.0, 99.0, 100.0]
2024-10-20 10:52:35.649046,99.5,[100.0, 100.0, 99.0, 99.0]
